Ranking,Score,ID,Name,HP,ATK,DEF,INT,MGR,AGL,Skill1,Skill2,Skill3,Skill4,Feature,Flavor
"292","0","1","Cosmoron","40","1","1","20","20","1","Unknown","Unknown","Unknown","","Infinite, Cosmogod, Big bang","An all-powerful being that possesses the ability to create entire galaxies with a single thought. It is said that Cosmoron single-handedly brought forth the Big Bang that created our universe."
"293","0","2","Nimbleknob","5","3","2","2","0","10","物理攻撃","特殊攻撃","???","","mini, goblin","A tiny goblin with sharp, pointed ears and a mischievous smirk on his face. He is incredibly fast and nimble, often darting around and causing chaos wherever he goes."
"294","0","5","炎龍","15","10","6","2","4","3","Unknown","Unknown","Unknown","","炎を纏うドラゴン","熱い炎に包まれた巨大な竜。その力は絶大で、口から吐く炎は敵を一瞬で焼き尽くす。自分以外の存在を認めず、誰かが立ちはだかると容赦なく攻撃を仕掛ける。"
"295","0","6","フロストフレイム","20","8","6","4","6","2","Unknown","Unknown","Unknown","","氷と炎を纏うドラゴン","炎と氷の力を操る巨大なドラゴン。彼の目は常に冷静で、彼の存在は敵の心を恐怖に打ち震わせる。"
"296","0","8","Eternalia","25","10","8","12","10","6","特殊攻撃","特殊攻撃","物理攻撃","","dragon, infinity, black, girl","A fierce dragon with infinite power. She has black scales and a commanding presence. Despite her intimidating appearance, she is a kind and loyal friend."
"297","0","9","Zephyr","15","12","8","18","10","6","Unknown","Unknown","Unknown","","Elon Musk　dragon","A massive dragon with scales made of a metallic alloy. Zephyr is known for its immense intelligence and its love for innovation. It has a reputation for being elusive, often disappearing for long periods of time to work on new projects."
"298","0","10","無限竜 (Mugenryū)","15","12","10","5","10","8","Unknown","Unknown","Unknown","","神話、伝説、ドラゴン、不死身","伝説と神話に登場する強力な竜。彼の不死身で無限の力は、誰もが恐れ、尊敬している。"
"299","0","11","Zephyr","6","1","3","8","2","7","Unknown","Unknown","Unknown","","Elon Musk　dog","A playful dog that seems to be as intelligent as its owner, but with a mischievous streak. It loves to chew on things and has a love for technology."
"300","0","12","キラーツルガメ","8","10","6","4","4","10","Unknown","Unknown","Unknown","","ATKとAGL MAXの亀","カラフルな龍のような亀。自分の強さに自信があり、ATKとAGLがあがっています。毒攻撃も得意です。"
"301","0","13","The Invisible Void","18","6","6","6","16","16","Unknown","Unknown","Unknown","","No entity. Nobody can attack. Nobody can see.","A void of darkness that is completely undetectable. It has no physical form and cannot be interacted with but its presence can be felt. Legend says it consumes anything that comes in contact with it."
"302","0","14","龍祖","30","17","17","7","20","1","Unknown","Unknown","Unknown","","始祖の魔竜,物理反射,魔法反射,","古代から伝わる竜の頂点に君臨する魔竜。身体は硬く物理攻撃を受け付けない上、魔法も反射する。"
"303","0","15","カボロン","15","5","8","12","10","2","Unknown","Unknown","Unknown","","イーロンマスク　かぼす","鮮やかな緑色で覆われた巨大なモンスターです。彼はイーロンマスクに強い関心を持ち、日夜夢見ています。非常に知的で、彼の力を信じる人々のために積極的に働きます。"
"304","0","16","Emerald Lilith","8","5","3","5","3","7","Unknown","Unknown","Unknown","","pretty,green,dragon,cute","A small dragon with shimmering green scales that exudes cuteness. She is known to be mischievous but also loyal to those she deems worthy of her trust."
"305","0","17","Tidal Behemoth","20","8","10","4","6","2","Unknown","Unknown","Unknown","","Hydrokinetic, Leviathan","A massive sea monster with the ability to manipulate water. Its deep blue scales are as hard as steel and it can summon crashing waves to crush its enemies."
"306","0","18","黒龍神","25","10","8","12","12","5","Unknown","Unknown","Unknown","","漆黒, 核, 神, 竜","全身漆黒で巨大な竜。核エネルギーを操り、強力な魔法を扱う神。攻撃的な性格で、敵を見ると容赦しない。"
"307","0","19","ファイヤ","20","10","6","8","10","2","Unknown","Unknown","Unknown","","魔王　ファイヤ","炎の王者として恐れられている魔王。炎を自在に操り、闇の力を持っている。"
"308","0","20","カメゴッド","15","3","10","12","8","2","Unknown","Unknown","Unknown","","亀　神　宇宙","宇宙から来た亀神。 彼は高い知識を持ち、非常に賢く、知性が高いが、人付き合いが苦手。彼の殻は不死身で、攻撃を防ぐことができる。"
"309","0","21","Kraken's Bounty","15","8","6","2","2","2","Unknown","Unknown","Unknown","","aquatic, colossus, prize","A massive sea monster that roams the depths of the ocean. Its tentacles are so strong they can crush ships and drag them to the bottom of the sea. Those who cross its path risk losing their lives or their treasure."
"310","0","22","グラビワール","15","8","8","10","10","3","Unknown","Unknown","Unknown","","魔王 神 時空 重力","時空と重力を操る魔王。神とも言われる力を持っている。攻撃的で残忍な性格を持ち、人間たちを支配することを目的とする。"
"311","0","23","Kraktooth","15","8","6","2","3","3","Unknown","Unknown","Unknown","","poseidon, fury, prize","A sea monster with the fury of the waves. Kraktooth is a fierce beast that dwells in the depths of the ocean. It prizes its privacy and will attack anything that intrudes upon its territory."
"312","0","24","ブラッドエバンジェリスト","20","12","8","10","10","6","Unknown","Unknown","Unknown","Unknown","血, 破壊, 究極進化, 機械神","血のために生きる機械神。彼は究極進化しており、常に破壊を求めている。"
"313","0","25","Kaijuna","30","10","20","1","5","1","Unknown","Unknown","Unknown","","tsunami, titan, prize","A colossal aquatic beast that writhes and thrashes like a tidal wave. Its body is covered in watery scales that reflect and refract light in beautiful patterns. Kaijuna is notoriously difficult to capture or defeat, making it a sought-after prize for many adventurers and thrill-seekers."
"314","0","26","The Black Depths Kraken","20","10","8","2","6","2","Unknown","Unknown","Unknown","","nautical, kraken, prize","A terrifying sea monster that lurks in the deepest parts of the ocean. Its massive tentacles can crush ships and claim their treasures. The kraken is a primal force of nature, feared by all sailors."
"315","0","27","アンブレイカブル","20","8","10","2","10","2","Unknown","Unknown","Unknown","","物理無効、魔法無効、無敵","厳しい戦いでも決して屈しない、物理無効、魔法無効、そして無敵の能力を持つ怪物です。彼は威厳に溢れ、誰もが恐れ、尊敬する存在です。"
"316","0","28","Dredgeon","15","8","5","2","5","3","Unknown","Unknown","Unknown","","abyssal, monstrosity, prize","An abyssal monster that lurks in the depths of the ocean. It has an otherworldly appearance and is considered a prized catch by skilled hunters. Despite its monstrous features, it is known to be a solitary creature that avoids confrontation if possible."
"317","0","29","Nullifier","12","1","8","10","10","2","Unknown","Unknown","Unknown","","void diffuse all attack annihilate all","A monster composed entirely of void energy, capable of diffusing and annihilating all attacks with ease. Its mere presence can destabilize surrounding matter."
"318","0","30","クトゥルフ","15","8","6","10","10","2","Unknown","Unknown","Unknown","","深淵から覗くもの,虚無,精神支配","深い深淵から現れる邪悪で神秘的な怪物。虚無的な存在で自らの思考を他者に押し付ける精神支配力を持つ。"
"319","0","32","影の魔神","16","8","2","10","10","6","Unknown","Unknown","Unknown","","悪魔 精神攻撃 不可視　無敵","身長2メートルを超え、不可視で影から現れる。敵を見つけると異様なまでに深い恐怖を植え付け、攻撃されずに敵を倒す。"
"320","0","33","Neptuno","15","8","12","4","10","5","Unknown","Unknown","Unknown","","lime green,god of the ocean,brave","A lime green monster revered as the god of the ocean. Brave and fearless, he protects his domain with a fierce determination."
